p_id,first_name,height_feet,height_inches,last_name,position,weight_pounds,id,abbreviation,city,conference,division,full_name,name 
1258,John,,,Celestand,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1259,Lari,,,Ketner,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1260,Tim,,,Young,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1261,DeMarco,,,Johnson,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1262,A.J.,,,Bramlett,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1263,Harold,,,Jamison,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1264,Jonathan,,,Bender,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1265,Jamel,,,Thomas,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1266,Evan,,,Eschmeyer,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1267,Greg,,,Buckner,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1268,Tim,,,James,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1269,Rafer,,,Alston,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1270,Ira,,,Bowman,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1271,Derrick,,,Dial,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1272,Calvin,,,Booth,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1273,Maceo,,,Baston,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1274,Jamaal,,,Magloire,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1275,Hanno,,,Mottola,F,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1276,DerMarr,,,Johnson,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1277,Pepe,,,Sanchez,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1278,Lavor,,,Postell,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1279,Chris,,,Mihm,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1280,Stephen,,,Jackson,F,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1281,Kenyon,,,Martin,F,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1282,Soumaila,,,Samake,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1283,Desmond,,,Mason,G,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1284,Ruben,,,Wolkowyski,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1285,Stromile,,,Swift,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1286,Joel,,,Przybilla,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1287,Michael,,,Redd,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1288,Eduardo,,,Najera,F,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1289,Courtney,,,Alexander,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1290,Hedo,,,Turkoglu,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1291,Khalid,,,El-Amin,G,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1292,Marcus,,,Fizer,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1293,A.J.,,,Guyton,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1294,Dragan,,,Tarlac,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1295,Darius,,,Miles,G,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1296,Keyon,,,Dooling,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1297,Quentin,,,Richardson,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1298,DeShawn,,,Stevenson,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1299,Mike,,,Miller,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1300,Mark,,,Madsen,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1301,Erick,,,Barkley,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1302,Mateen,,,Cleaves,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1303,Morris,,,Peterson,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1304,Jason,,,Collier,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1305,Daniel,,,Santiago,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1306,Paul,,,McPherson,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1307,Ruben,,,Garces,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1308,Jake,,,Tsakalidis,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1309,Marc,,,Jackson,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1310,Chris,,,Porter,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1311,Jamal,,,Robinson,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1312,Eddie,,,House,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1313,Jerome,,,Moiso,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1314,Mark,,,Blount,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1315,Dan,,,Langhi,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1316,Garth,,,Joseph,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1317,Jake,,,Voskuhl,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1318,Mike,,,Penberthy,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1319,Lee,,,Nailon,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1320,Zendon,,,Hamilton,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1321,Terrance,,,Roberson,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1322,Dalibor,,,Bagaric,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1323,Ira,,,Newble,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1324,Donnell,,,Harvey,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1325,Brian,,,Cardinal,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1326,Slava,,,Medvedenko,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1327,Olumide,,,Oyedeji,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1328,Andy,,,Panko,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1329,Jabari,,,Smith,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1330,Mamadou,,,N'diaye,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1331,Sean,,,Colson,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1332,Art,,,Long,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1333,Mike,,,Smith,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1334,David,,,Vanterpool,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1335,Steve,,,Goodrich,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1336,Eddie,,,Gill,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1337,Wang,,,Zhi-zhi,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1338,Dan,,,McClintock,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1339,Raja,,,Bell,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1340,Jason,,,Hart,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1341,Vladimir,,,Radmanovic,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1342,Earl,,,Watson,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1343,Gerald,,,Wallace,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1344,Jamaal,,,Tinsley,G,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1345,Primoz,,,Brezec,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1346,Richard,,,Jefferson,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1347,Brandon,,,Armstrong,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1348,Jason,,,Collins,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1349,Carlos,,,Arroyo,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1350,Michael,,,Bradley,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1351,Steven,,,Hunter,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1352,Andrei,,,Kirilenko,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1353,Alton,,,Ford,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1354,Charlie,,,Bell,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1355,Speedy,,,Claxton,G,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1356,Damone,,,Brown,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1357,Loren,,,Woods,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1358,Eddie,,,Griffin,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1359,Oscar,,,Torres,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1360,Tierre,,,Brown,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1361,Terence,,,Morris,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1362,Zeljko,,,Rebraca,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1363,Rodney,,,White,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1365,Joseph,,,Forte,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1366,Kedrick,,,Brown,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1367,DeSagana,,,Diop,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1368,Kwame,,,Brown,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1369,Bobby,,,Simmons,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1370,Etan,,,Thomas,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1371,Ruben,,,Boumtje-Boumtje,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1372,Jason,,,Richardson,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1373,Troy,,,Murphy,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1374,Gilbert,,,Arenas,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1375,Trenton,,,Hassell,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1376,Eddy,,,Curry,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1377,Tang,,,Hamilton,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1378,Shane,,,Battier,F,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1379,Will,,,Solomon,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1380,Antonis,,,Fotsis,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1381,Alvin,,,Jones,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1382,Jeff,,,Trepagnier,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1383,Joe,,,Crispin,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1384,Ernest,,,Brown,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1385,Jarron,,,Collins,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1386,Jamison,,,Brewer,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1387,Malik,,,Allen,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1388,Predrag,,,Drobnjak,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1389,Chris,,,Andersen,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1390,Kenny,,,Satterfield,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1391,Brendan,,,Haywood,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1392,Kirk,,,Haston,,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1393,Samuel,,,Dalembert,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1394,Mike,,,James,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1395,Maurice,,,Evans,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1396,Jeryl,,,Sasser,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1397,Dean,,,Oliver,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1398,Norman,,,Richardson,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1399,Brian,,,Scalabrine,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1400,Ratko,,,Varda,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1401,Tremaine,,,Fowlkes,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1402,Mengke,,,Bateer,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1403,Ike,,,Fontaine,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1404,Ansu,,,Sesay,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1405,Omar,,,Cook,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1406,John,,,Salmons,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1407,Efthimios,,,Rentzias,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1408,Pat,,,Burke,C,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1409,Ryan,,,Humphrey,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1410,Carlos,,,Boozer,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1411,Smush,,,Parker,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1412,Manu,,,Ginobili,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1413,Jannero,,,Pargo,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1414,Kareem,,,Rush,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1415,Frank,,,Williams,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1416,Tayshaun,,,Prince,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1417,Mehmet,,,Okur,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1418,Jared,,,Jeffries,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1419,Juan,,,Dixon,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1420,Nate,,,Huffman,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1421,Chris,,,Jefferies,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1422,Chris,,,Wilcox,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1423,Marko,,,Jaric,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1424,Qyntel,,,Woods,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1425,Jay,,,Williams,G,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1426,Lonny,,,Baxter,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1427,J.R.,,,Bremer,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1428,Jiri,,,Welsch,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1429,Mike,,,Dunleavy,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1430,Nikoloz,,,Tskitishvili,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1431,Junior,,,Harrington,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1432,Igor,,,Rakocevic,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1433,Amar'e,,,Stoudemire,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1434,Casey,,,Jacobsen,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1435,Reggie,,,Evans,F,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1436,Dan,,,Gadzuric,C,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1437,Marcus,,,Haislip,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1438,Flip,,,Murray,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1439,Caron,,,Butler,F,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1440,Rasual,,,Butler,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1441,Drew,,,Gooden,F,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1442,Gordan,,,Giricek,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1443,Mike,,,Batiste,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1444,Juaquin,,,Hawkins,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1445,Yao,,,Ming,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1446,Bostjan,,,Nachbar,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1447,Fred,,,Jones,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1448,Dan,,,Dickau,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1449,Tamar,,,Slay,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1450,Guy,,,Rucker,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1451,Devin,,,Brown,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1452,Robert,,,Archibald,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1453,Adam,,,Harrington,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1454,Ken,,,Johnson,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1455,Cezary,,,Trybanski,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1456,Dajuan,,,Wagner,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1457,Predrag,,,Savovic,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1458,Tito,,,Maddox,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1459,Melvin,,,Ely,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1460,Sean,,,Lampley,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1461,Vincent,,,Yarbrough,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1462,Mike,,,Wilks,G,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1463,Paul,,,Shirley,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1464,Antoine,,,Rigaudeau,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1465,Jamal,,,Sampson,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1466,Roger,,,Mason Jr.,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1467,Chris,,,Owens,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1468,T.J.,,,Ford,,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1469,Zoran,,,Planinic,,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1470,Josh,,,Howard,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1471,Marquis,,,Daniels,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1472,Luke,,,Walton,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1473,Jerome,,,Beasley,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1474,Willie,,,Green,,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1475,Zarko,,,Cabarkapa,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1476,Leandro,,,Barbosa,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1477,Keith,,,McLeod,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1478,Ndudi,,,Ebi,,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1479,Boris,,,Diaw,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1480,Travis,,,Hansen,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1481,David,,,West,,,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
1482,Chris,,,Bosh,,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1483,Ben,,,Handlogten,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1484,Sasha,,,Pavlovic,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1485,Raul,,,Lopez,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1486,Mo,,,Williams,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1487,Jason,,,Kapono,,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1488,Darius,,,Songaila,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1489,Mickael,,,Pietrus,,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1490,Britton,,,Johnsen,F,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1491,Reece,,,Gaines,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1492,Michael,,,Sweetney,,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1493,Marcus,,,Banks,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1494,Francisco,,,Elson,,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1495,Darko,,,Milicic,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1496,Jarvis,,,Hayes,F,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1497,Steve,,,Blake,,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1498,Torraye,,,Braggs,,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1499,Chris,,,Kaman,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1500,Luke,,,Ridnour,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1501,Richie,,,Frahm,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1502,Troy,,,Bell,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1503,Kirk,,,Penney,,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1504,Matt,,,Carroll,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1505,Kirk,,,Hinrich,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1506,Linton,,,Johnson,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1507,Keith,,,Bogans,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1508,Alex,,,Garcia,,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1509,Maciej,,,Lampe,,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1510,Theron,,,Smith,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1511,Curtis,,,Borchardt,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1512,Travis,,,Outlaw,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1513,Kendrick,,,Perkins,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1514,Dahntay,,,Jones,,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1515,Kaniel,,,Dickens,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1516,Brian,,,Cook,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1517,James,,,Jones,,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1518,Brandon,,,Hunter,,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1519,Slavko,,,Vranes,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1520,Ronald,,,Dupree,,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1521,Ime,,,Udoka,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1522,Matt,,,Barnes,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1523,Maurice,,,Carter,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1524,Desmond,,,Penigar,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1525,Hiram,,,Fuller,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1526,Josh,,,Davis,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1527,Desmond,,,Ferguson,,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1528,Sasha,,,Vujacic,,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1529,Carlos,,,Delfino,,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1530,Kevin,,,Martin,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1531,Erik,,,Daniels,,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1532,DJ,,,Mbenga,,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1533,Jameer,,,Nelson,,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1534,Kirk,,,Snyder,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1535,Kris,,,Humphries,,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1536,Nick,,,Collison,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1537,Robert,,,Swift,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1538,Damien,,,Wilkins,,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1539,Lionel,,,Chalmers,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1540,Quinton,,,Ross,,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1541,Josh,,,Smith,,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
